
====================================================================================================
PROFILE SUMMARY
====================================================================================================
Fri Feb 27 19:10:04 2026    /home/ryan/Documents/2026-Rebuild/src/teleop.prof

         159180 function calls (159115 primitive calls) in 6.931 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                                                  330/5    0.058    0.002  /usr/local/lib/python3.14/traceback.py:528(format_frame_summary)
                                                                                                                      2    0.000    0.000  {built-in method builtins.max}
                                                                                                                      2    0.000    0.000  {built-in method builtins.min}
                                                                                                                      6    0.000    0.000  {built-in method wpimath.geometry._geometry.radians}
                                                                                                                      3    0.000    0.000  {built-in method wpimath.geometry._geometry.rotation}
                                                                                                                    330    0.006    0.006  {method 'append' of 'list' objects}
                                                                                                                     40    0.000    0.000  {method 'get' of 'dict' objects}
                                                                                                                      6    0.000    0.000  {method 'isspace' of 'str' objects}
                                                                                                                     15    0.001    0.001  {method 'join' of 'str' objects}
/home/lvuser/py/components/odometry.py:39(execute)                                                           ->       1    0.001    0.239  /home/lvuser/py/components/intake.py:105(execute)
                                                                                                                   33/0    0.000    0.000  /home/lvuser/py/components/odometry.py:54(_process_latest_result)
                                                                                                                      1    0.000    0.010  /home/lvuser/py/components/shooter.py:117(execute)
                                                                                                                     16    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:207(get_estimated_pose)
                                                                                                                      1    0.000    0.005  /home/lvuser/py/components/swerve_drive.py:430(sendAdvantageScopeData)
                                                                                                                      0    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:464(execute)
                                                                                                                      1    0.006    0.055  /home/lvuser/py/lemonlib/lemonbot/lemon_robot.py:91(_do_periodics)
                                                                                                                      1    0.000    0.000  /home/lvuser/py/robot.py:240(enabledperiodic)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                      2    0.000    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:636(set_control)
                                                                                                                      6    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                      2    0.000    0.000  {built-in method ntcore._ntcore.readQueue}
                                                                                                                   12/7    0.009    0.012  {built-in method wpilib._wpilib.setRobotPose}
/usr/local/lib/python3.14/linecache.py:76(checkcache)                                                        ->      23    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:142(_telemetry_callback)
                                                                                                                     12    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:184(isclass)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:188(ismethod)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:267(isfunction)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:372(istraceback)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:382(isframe)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:400(iscode)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/inspect.py:897(getmodule)
                                                                                                                      7    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1545(__new__)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1567(getframeinfo)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1617(__new__)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/linecache.py:32(getlines)
                                                                                                                   25/6    0.003    0.005  /usr/local/lib/python3.14/linecache.py:76(checkcache)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:245(with_velocity_x)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:261(with_velocity_y)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:277(with_rotational_rate)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:293(with_deadband)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:308(with_rotational_deadband)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:323(with_center_of_rotation)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:339(with_drive_request_type)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:354(with_steer_request_type)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:369(with_desaturate_wheel_speeds)
                                                                                                                      9    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:385(with_forward_perspective)
                                                                                                                   31/1    0.010    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:400(apply)
                                                                                                                   12/4    0.002    0.004  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1298(apply)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      2    0.000    0.005  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      9    0.000    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/utility/phoenix_pid_controller.py:312(calculate)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:16(unpack)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:28(__init__)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/timesync/timeSyncServer.py:34(pack)
                                                                                                                     17    0.001    0.004  /usr/local/lib/python3.14/traceback.py:373(line)
                                                                                                                      7    0.000    0.000  <string>:1(<lambda>)
                                                                                                                      2    0.000    0.000  {built-in method builtins.hasattr}
                                                                                                                    432    0.010    0.010  {built-in method builtins.len}
                                                                                                                      7    0.000    0.000  {built-in method builtins.max}
                                                                                                                      7    0.000    0.000  {built-in method builtins.min}
                                                                                                                  337/1    0.114    0.003  {built-in method posix.stat}
                                                                                                                      1    0.000    0.000  {built-in method wpilib._wpilib.getFPGATimestamp}
                                                                                                                     18    0.000    0.000  {built-in method wpimath.geometry._geometry.radians}
                                                                                                                      9    0.000    0.000  {built-in method wpimath.geometry._geometry.rotation}
                                                                                                                     23    0.000    0.000  {method '__exit__' of '_thread.RLock' objects}
                                                                                                                      1    0.000    0.000  {method 'append' of 'list' objects}
                                                                                                                      0    0.000    0.000  {method 'recvfrom' of '_socket.socket' objects}
                                                                                                                      4    0.000    0.000  {method 'reverse' of 'list' objects}
                                                                                                                      1    0.000    0.000  {method 'sendto' of '_socket.socket' objects}
/usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:400(apply)                               ->     2/1    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:186(<lambda>)
                                                                                                                      6    0.001    0.001  /home/lvuser/py/components/swerve_drive.py:194(_vel)
                                                                                                                    5/1    0.003    0.000  /home/lvuser/py/components/swerve_drive.py:197(_ang)
                                                                                                                     35    0.000    0.000  /home/lvuser/py/lemonlib/smart/profile.py:74(<lambda>)
                                                                                                                      1    0.000    0.000  /home/lvuser/py/lemonlib/util/alert.py:143(<lambda>)
                                                                                                                      1    0.000    0.000  /home/lvuser/py/lemonlib/util/alert.py:147(<lambda>)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/_colorize.py:322(get_theme)
                                                                                                                   1189    0.009    0.015  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                    168    0.004    0.007  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/enum.py:1323(value)
                                                                                                                    572    0.004    0.006  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/linecache.py:76(checkcache)
                                                                                                                      8    0.000    0.000  /usr/local/lib/python3.14/linecache.py:204(lazycache)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/magicbot/magicrobot.py:324(consumeExceptions)
                                                                                                                      4    0.001    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/all_timestamps.py:30(update)
                                                                                                                      4    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/base_status_signal.py:374(_update_units)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/phoenix_native.py:1366(instance)
                                                                                                                    281    0.002    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/phoenix_native.py:1441(api_instance)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:807(is_error)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:825(is_ok)
                                                                                                                      1    0.002    0.004  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:1221(description)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1386(with_target_direction)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      6    0.000    0.000  /usr/local/lib/python3.14/textwrap.py:447(indent)
                                                                                                                      8    0.000    0.000  /usr/local/lib/python3.14/traceback.py:295(__init__)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/traceback.py:344(_set_lines)
                                                                                                                      7    0.000    0.001  /usr/local/lib/python3.14/traceback.py:365(_dedented_lines)
                                                                                                                      6    0.000    0.000  /usr/local/lib/python3.14/traceback.py:373(line)
                                                                                                                      8    0.000    0.000  /usr/local/lib/python3.14/traceback.py:451(extended_frame_gen)
                                                                                                                     13    0.002    0.007  /usr/local/lib/python3.14/traceback.py:528(format_frame_summary)
                                                                                                                    572    0.006    0.006  {built-in method builtins.hasattr}
                                                                                                                      1    0.000    0.000  {built-in method builtins.max}
                                                                                                                      1    0.000    0.000  {built-in method builtins.min}
                                                                                                                      1    0.000    0.000  {built-in method builtins.next}
                                                                                                                      7    0.000    0.000  {method 'add' of 'set' objects}
                                                                                                                     32    0.000    0.000  {method 'append' of 'list' objects}
                                                                                                                      1    0.000    0.000  {method 'format' of 'str' objects}
                                                                                                                    564    0.004    0.004  {method 'get' of 'dict' objects}
                                                                                                                     11    0.000    0.000  {method 'isspace' of 'str' objects}
                                                                                                                     12    0.000    0.000  {method 'join' of 'str' objects}
                                                                                                                      5    0.000    0.000  {method 'strip' of 'str' objects}
/usr/local/lib/python3.14/inspect.py:1628(getouterframes)                                                    ->     9/1    0.002    0.131  /usr/local/lib/python3.14/inspect.py:1567(getframeinfo)
                                                                                                                      8    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1617(__new__)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      8    0.000    0.000  {method 'append' of 'list' objects}
/usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:203(_send_request)                  ->      38    0.001    0.001  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                     69    0.001    0.001  /usr/local/lib/python3.14/site-packages/phoenix6/phoenix_native.py:1366(instance)
                                                                                                                    3/0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                    5/0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
<frozen genericpath>:16(exists)                                                                              ->      10    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:142(_telemetry_callback)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                    478    0.002    0.004  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/inspect.py:897(getmodule)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:245(with_velocity_x)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:261(with_velocity_y)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:277(with_rotational_rate)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:293(with_deadband)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:308(with_rotational_deadband)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:323(with_center_of_rotation)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:339(with_drive_request_type)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:354(with_steer_request_type)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:369(with_desaturate_wheel_speeds)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:385(with_forward_perspective)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:400(apply)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1298(apply)
                                                                                                                      2    0.000    0.010  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      3    0.000    0.005  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/utility/phoenix_pid_controller.py:312(calculate)
                                                                                                                     58    0.000    0.000  <frozen posixpath>:53(normcase)
                                                                                                                      1    0.000    0.000  <frozen posixpath>:72(join)
                                                                                                                     58    0.002    0.004  <frozen posixpath>:373(abspath)
                                                                                                                    478    0.003    0.003  {built-in method builtins.hasattr}
                                                                                                                      1    0.000    0.000  {built-in method posix._path_normpath}
                                                                                                                 564/14    0.115    0.026  {built-in method posix.stat}
                                                                                                                      2    0.000    0.000  {built-in method wpimath.geometry._geometry.radians}
                                                                                                                      1    0.000    0.000  {built-in method wpimath.geometry._geometry.rotation}
                                                                                                                     10    0.000    0.000  {method '__exit__' of '_thread.RLock' objects}
                                                                                                                    476    0.004    0.004  {method 'get' of 'dict' objects}
/usr/local/lib/python3.14/traceback.py:373(line)                                                             ->       3    0.000    0.000  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                      2    0.000    0.004  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      2    0.000    0.003  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                               1280/978    0.052    0.189  /usr/local/lib/python3.14/traceback.py:344(_set_lines)
                                                                                                                   1280    0.021    0.021  {method 'partition' of 'str' objects}
                                                                                                                   1279    0.011    0.011  {method 'strip' of 'str' objects}
/usr/local/lib/python3.14/traceback.py:365(_dedented_lines)                                                  ->       1    0.000    0.000  /usr/local/lib/python3.14/enum.py:186(__get__)
                                                                                                                    1/0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1298(apply)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      3    0.000    0.012  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                 655/96    0.101    0.036  /usr/local/lib/python3.14/textwrap.py:416(dedent)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/textwrap.py:447(indent)
                                                                                                                   1350    0.012    0.012  /usr/local/lib/python3.14/traceback.py:344(_set_lines)
                                                                                                                    3/1    0.000    0.000  /usr/local/lib/python3.14/traceback.py:365(_dedented_lines)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/traceback.py:373(line)
                                                                                                                   64/3    0.014    0.008  /usr/local/lib/python3.14/traceback.py:528(format_frame_summary)
                                                                                                                     67    0.001    0.001  {method 'append' of 'list' objects}
                                                                                                                      2    0.000    0.000  {method 'join' of 'str' objects}
                                                                                                                      2    0.000    0.000  {method 'strip' of 'str' objects}
/home/lvuser/py/components/shooter.py:117(execute)                                                           ->     4/3    0.000    0.001  /home/lvuser/py/lemonlib/smart/controller.py:55(calculate)
                                                                                                                      4    0.000    0.001  /home/lvuser/py/lemonlib/smart/preference.py:61(__get__)
                                                                                                                     12    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/velocity_voltage.py:254(with_velocity)
                                                                                                                     22    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/controls/voltage_out.py:218(with_output)
                                                                                                                   13/4    0.000    0.007  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:679(get_velocity)
                                                                                                                  33/18    0.003    0.340  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fx.py:7098(set_control)
                                                                                                                   21/4    0.004    0.012  /usr/local/lib/python3.14/site-packages/phoenix6/hardware/core/core_talon_fxs.py:6542(set_control)
                                                                                                                     13    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_signal.py:94(value)
                                                                                                                      7    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:42(getTime)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                      8    0.000    0.000  {built-in method builtins.max}
                                                                                                                      2    0.000    0.000  {built-in method builtins.sum}
                                                                                                                      4    0.000    0.000  {built-in method wpilib._wpilib.getFPGATime}
                                                                                                                      2    0.000    0.000  {built-in method wpilib._wpilib.getFPGATimestamp}
                                                                                                                      2    0.000    0.000  {built-in method wpilib._wpilib.putBoolean}
                                                                                                                     58    0.004    0.013  {built-in method wpilib._wpilib.putNumber}
                                                                                                                      1    0.000    0.000  {built-in method wpilib._wpilib.putString}
                                                                                                                      2    0.000    0.000  {method 'items' of 'dict' objects}
                                                                                                                      4    0.000    0.000  {method 'values' of 'dict' objects}
/usr/local/lib/python3.14/traceback.py:344(_set_lines)                                                       ->     680    0.011    0.128  /usr/local/lib/python3.14/linecache.py:22(getline)
                                                                                                                  79/61    0.004    0.012  /usr/local/lib/python3.14/linecache.py:48(_getline_from_code)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1298(apply)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      1    0.000    0.002  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                     14    0.000    0.002  /usr/local/lib/python3.14/traceback.py:373(line)
                                                                                                                    678    0.005    0.005  {method 'append' of 'list' objects}
                                                                                                                    678    0.010    0.010  {method 'join' of 'str' objects}
                                                                                                                      1    0.000    0.000  {method 'partition' of 'str' objects}
                                                                                                                    759    0.009    0.009  {method 'rstrip' of 'str' objects}
                                                                                                                     80    0.000    0.000  {method 'startswith' of 'str' objects}
                                                                                                                      1    0.000    0.000  {method 'strip' of 'str' objects}
/usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:78(_update_from_native)         ->       1    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:194(_vel)
                                                                                                                      0    0.000    0.000  /home/lvuser/py/components/swerve_drive.py:197(_ang)
                                                                                                                      2    0.000    0.000  /home/lvuser/py/lemonlib/smart/profile.py:74(<lambda>)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/_colorize.py:322(get_theme)
                                                                                                                      8    0.000    0.003  /usr/local/lib/python3.14/enum.py:676(__call__)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/enum.py:1323(value)
                                                                                                                497/153    0.002    0.001  /usr/local/lib/python3.14/inspect.py:180(ismodule)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1567(getframeinfo)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/inspect.py:1617(__new__)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/linecache.py:76(checkcache)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/linecache.py:204(lazycache)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/all_timestamps.py:30(update)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/base_status_signal.py:374(_update_units)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/status_code.py:825(is_ok)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1298(apply)
                                                                                                                      1    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/requests.py:1386(with_target_direction)
                                                                                                                      2    0.000    0.004  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:653(control_callback)
                                                                                                                      2    0.000    0.004  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/textwrap.py:447(indent)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/traceback.py:295(__init__)
                                                                                                                      6    0.000    0.001  /usr/local/lib/python3.14/traceback.py:365(_dedented_lines)
                                                                                                                      2    0.000    0.000  /usr/local/lib/python3.14/traceback.py:373(line)
                                                                                                                      3    0.000    0.000  /usr/local/lib/python3.14/traceback.py:451(extended_frame_gen)
                                                                                                                  30/20    0.007    0.008  /usr/local/lib/python3.14/traceback.py:528(format_frame_summary)
                                                                                                                      3    0.000    0.000  {built-in method builtins.getattr}
                                                                                                                    497    0.003    0.003  {built-in method builtins.hasattr}
                                                                                                                      2    0.000    0.000  {built-in method builtins.max}
                                                                                                                      2    0.000    0.000  {built-in method builtins.min}
